Tweet,Suicide
here s my latest tune htp soundcloud com jay f jay f untitled as of now leave a coment please,not suicide post
watch this space not sure how viable it is yet posibly though,not suicide post
jake rt i desperately and whole heartedly dont want to be here anymore ,potential suicide post 
me to i want to have an overnight drinking sesion with friends and i mean al of em haha ,not suicide post
a blunt and honest girl who just wants to take care of her family and a pasionate boy perusing his dreams of being htps t co wf qzchbhb,not suicide post
didn t kil myself yet i gues that is something to be proud of i had a gun but my romate found it planing on finding a lonely bridge to end it i realy want a reason to live but i just can t find one,potential suicide post 
photoboth is black amp white and way old we cal him herbert lol i love him he s like a living legend gota love berlin lt ,not suicide post
lol w tv com is your friend ,not suicide post
it wont be miserable for at least weks tho,not suicide post
tom chaplin mary me please i melt for you hahaha o and pearshapebodygirl stoped talking to me yes ,not suicide post
i m atempting to make hot cros buns with bela amp ari,not suicide post
this sumarize what hapened at boc chrismas special when al of them are in a chaos we stil have mile phakphum romsaithong who is very calm in everything,not suicide post
 o he just replied to someone dougie replied to quite a few people this afternon so you never know besides it s fun ,not suicide post
i am and hate myself so much i have very litle friends an introvert never had a girlfriend ben bulied a lot and rejected a lot please help me i want to kil myself it would make al this go away i dont deserve to be on this earth since i write notes on paper of how worthles and stupid i am i want to become someone in the it field but i am to stupid to get in there anyways and jobs nowadays ned social people and i am not one of them ive never had a girlfriend before and i want to have one because being a virgin is a bad thing and i could never live with that feling if i dont have any friends or a girlfriend wheni am an adult i plan on comiting suicide can you please help me thanks for reading,potential suicide post 
ne rt im sory if i realy want my life to end im sory i drank for wek straight i am sory but its hard to say its gona be fine ,potential suicide post 
bruh i hate myself a hot guy that i l never se again says one thing to me and i m like damn that would be cute to htps t co gbaysqyrwu,potential suicide post 
it makes me hate myself and i didn t do a damn thing,potential suicide post 
y do i overthink everything in my life and then make myself believe these things i just end up disapointed or stresed ugh,potential suicide post 
hi cutie welcome to the twiternation,not suicide post
is chiling wit my boy,not suicide post
i dont have long left this past month has ben the worst weks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go ive ben afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that wek alone filing out job ap which didnt help with my depresion the next wek i started having some isues went to get tested and found i had goten gonorhea from the guy that tried to force me i went to diner at a friends house and my car ended up geting towed so i owe my mom for that i almost atempted suicide that day last wek and i started work last wek but wil only be geting a partial paycheck because of when i started and i amcurently for my bank acount and behind on my bils so i dont know how much this check is gona help i just dont have any fight left in me anymore,potential suicide post 
